기후지형유형,변수,N_셀,평균,표준편차,중앙값
고지·산간형,DEM_고도_m,27,741.8681923195168,202.23647506517977,708.6710205078125
고지·산간형,평균기온_C,27,9.44242461282532,0.9338833773954073,9.262116963064296
고지·산간형,평균_일최저기온_C,27,5.259334245326038,1.2001663605764419,5.187113543091655
고지·산간형,평균_일교차_C,27,8.998134468257588,1.8959492544160124,9.374254445964432
고지·산간형,평균습도_pct,27,72.1582561728395,3.7067063562603275,72.47638907888737
고지·산간형,평균풍속_m_s,27,2.2897806995321814,0.8762400620023487,2.1168217054263567
고지·산간형,연평균강수량_mm,27,1510.4544444444443,469.18061362405103,1313.245
영동 해안형,DEM_고도_m,21,129.32914129892984,100.71916552854691,91.37874603271484
영동 해안형,평균기온_C,21,12.529595927518296,0.7648391997387469,12.662717168262654
영동 해안형,평균_일최저기온_C,21,8.83345514950166,0.8158976460761286,8.740560875512996
영동 해안형,평균_일교차_C,21,7.672265650446225,0.8188303179227685,7.646771545827633
영동 해안형,평균습도_pct,21,67.83728364601654,3.991242905204978,67.60164500683995
영동 해안형,평균풍속_m_s,21,2.2718432023972377,0.4816787989928107,2.1804976060191517
영동 해안형,연평균강수량_mm,21,1608.296904761905,379.71667399021396,1501.065
영서 내륙형,DEM_고도_m,43,357.4411364710608,195.7865007072036,297.275390625
영서 내륙형,평균기온_C,43,10.44160113044677,1.119873935578744,10.664722982216142
영서 내륙형,평균_일최저기온_C,43,5.4554172366621065,1.0420887738421507,5.478782489740082
영서 내륙형,평균_일교차_C,43,10.91292431521013,1.2474134541985575,10.852585499316005
영서 내륙형,평균습도_pct,43,73.29957922406388,4.4439843730845405,73.37816461468309
영서 내륙형,평균풍속_m_s,43,1.5167308110372326,0.5837366730669155,1.3783396032831736
영서 내륙형,연평균강수량_mm,43,1332.1141860465118,128.765058504175,1329.065
