메타데이터,그룹,n,score_n,비중_pct,요인점수,평균,중앙값,표준편차,최소,최대,전체평균,평균차,평균차_sd,전체중앙값,중앙값차,중앙값차_sd,abs_평균차_sd,판정,토지피복해석판정
L1_NAME,나지,183,183,6.853932584269663,생활권접점_score,-0.28833020006147425,-0.35465250338952475,0.5838742748704977,-2.2316158785624225,1.1193875097570491,0.0,-0.28833020006147425,-0.30351911152341005,0.2626361970861386,-0.6172887004756633,-0.649806776681275,0.30351911152341005,낮음,낮음
L1_NAME,나지,183,183,6.853932584269663,선행건조_score,-0.10180817532359193,0.03823302897672503,1.1642684467800635,-3.6186219353351112,2.015425165126857,-3.1934504977982034e-17,-0.1018081753235919,-0.10376990162065955,0.09018719614625645,-0.05195416716953142,-0.05295526414091679,0.10376990162065955,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음
L1_NAME,나지,183,183,6.853932584269663,강풍_score,-0.10532816077485163,-0.42780456115664967,1.052541170706668,-1.8312660881612555,3.6390256006669266,1.0644834992660677e-17,-0.10532816077485165,-0.11151280570832167,-0.09702517976127435,-0.3307793813953753,-0.3502020411113865,0.11151280570832167,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음
L1_NAME,나지,183,183,6.853932584269663,강수부족_score,-0.24731735611306863,0.1304125104266812,3.354439049831676,-31.964313861167327,0.2872709336622462,3.1934504977982034e-17,-0.24731735611306865,-0.2534665684076674,0.14032611471253795,-0.009913604285856747,-0.01016009267759949,0.2534665684076674,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음
L1_NAME,나지,183,183,6.853932584269663,산지접근성_score,0.13739686488125089,0.11772918175533871,0.8659295259856545,-1.3597293879005794,3.2921957243618585,-3.1934504977982034e-17,0.1373968648812509,0.16758619314217388,-0.13578513427763134,0.25351431603297003,0.3092173840191092,0.16758619314217388,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음
L1_NAME,농업지역,250,250,9.363295880149813,생활권접점_score,-0.4621055840586863,-0.3480737700126796,0.5493776173516522,-1.8892298263154605,0.756720867549159,0.0,-0.4621055840586863,-0.48644878779120215,0.2626361970861386,-0.6107099670988182,-0.6428814830108106,0.48644878779120215,낮음,낮음
L1_NAME,농업지역,250,250,9.363295880149813,선행건조_score,-0.06826959460116763,-0.0336820131308481,0.9185374082966143,-3.4331068092566293,1.655376525129162,-3.1934504977982034e-17,-0.0682695946011676,-0.06958507107045488,0.09018719614625645,-0.12386920927710454,-0.12625602629315966,0.06958507107045488,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음
L1_NAME,농업지역,250,250,9.363295880149813,강풍_score,0.027675628977314477,0.011635679405741544,0.9019595675405593,-1.2387031783359315,4.442304074574097,1.0644834992660677e-17,0.027675628977314466,0.029300682878151324,-0.09702517976127435,0.1086608591670159,0.11504119304135656,0.029300682878151324,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음
L1_NAME,농업지역,250,250,9.363295880149813,강수부족_score,-0.09292037877371434,0.1318133840146988,0.5886772631158914,-4.347560262933454,0.32533779711391164,3.1934504977982034e-17,-0.09292037877371437,-0.09523071859197149,0.14032611471253795,-0.008512730697839144,-0.008724388258353533,0.09523071859197149,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음
L1_NAME,농업지역,250,250,9.363295880149813,산지접근성_score,0.11795580215344344,0.21929176051175656,0.7025656279752538,-1.2752946088541508,1.6863382123554984,-3.1934504977982034e-17,0.11795580215344346,0.14387347090497202,-0.13578513427763134,0.35507689478938786,0.4330956541252045,0.14387347090497202,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음
L1_NAME,미분류,46,46,1.7228464419475655,생활권접점_score,-0.2685124013781854,0.3691690277347952,1.1070952803662575,-3.0768547168216815,1.0049411085193403,0.0,-0.2685124013781854,-0.2826573334390499,0.2626361970861386,0.1065328306486566,0.11214486064817399,0.2826573334390499,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음
L1_NAME,미분류,46,46,1.7228464419475655,선행건조_score,0.15322050481867122,0.3128074965151767,0.936909376613252,-3.4182948455370052,1.567032821183723,-3.1934504977982034e-17,0.15322050481867125,0.15617288749911318,0.09018719614625645,0.22262030036892025,0.22690993718940858,0.15617288749911318,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음
L1_NAME,미분류,46,46,1.7228464419475655,강풍_score,0.460388441842344,0.6489432749851318,1.075265436538439,-1.1538744890231976,2.2582742929000927,1.0644834992660677e-17,0.460388441842344,0.4874214691288914,-0.09702517976127435,0.7459684547464062,0.7897701312423786,0.4874214691288914,높음,높음
L1_NAME,미분류,46,46,1.7228464419475655,강수부족_score,0.12979886380584835,0.1445621354074254,0.168695628064245,-0.4612883775455388,0.33952848702009636,3.1934504977982034e-17,0.12979886380584832,0.133026137385366,0.14032611471253795,0.00423602069488746,0.004341343632778111,0.133026137385366,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음
L1_NAME,미분류,46,46,1.7228464419475655,산지접근성_score,-0.5353776335852833,-0.5946605831972414,0.767401294816183,-1.544114268105195,1.5763700481379415,-3.1934504977982034e-17,-0.5353776335852833,-0.6530127130889628,-0.13578513427763134,-0.45887544891961,-0.5597011960739243,0.6530127130889628,낮음,낮음
L1_NAME,산림지역,437,437,16.367041198501873,생활권접점_score,-1.3050782908610457,-1.3064313655164463,0.8493828770749708,-3.4153378903179794,0.7536360829879521,0.0,-1.3050782908610457,-1.3738283510578497,0.2626361970861386,-1.569067562602585,-1.6517242814654887,1.3738283510578497,낮음,낮음
L1_NAME,산림지역,437,437,16.367041198501873,선행건조_score,0.24471395675758792,0.32606646507919024,0.9390647371034265,-4.234102907424951,1.5562164624854748,-3.1934504977982034e-17,0.24471395675758795,0.24942931289382145,0.09018719614625645,0.2358792689329338,0.24042439080873662,0.24942931289382145,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음
L1_NAME,산림지역,437,437,16.367041198501873,강풍_score,0.010591833297081228,-0.08603346932932648,0.9648208227950892,-1.8801823148768573,2.889257903466471,1.0644834992660677e-17,0.010591833297081217,0.011213763155677904,-0.09702517976127435,0.010991710431947868,0.011637120222957407,0.011213763155677904,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음
L1_NAME,산림지역,437,437,16.367041198501873,강수부족_score,0.05158059339942321,0.14955705302249053,0.470934615755935,-5.485520075401467,0.3109119780583704,3.1934504977982034e-17,0.051580593399423176,0.05286307524412406,0.14032611471253795,0.009230938309952585,0.009460453133490858,0.05286307524412406,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음
L1_NAME,산림지역,437,437,16.367041198501873,산지접근성_score,0.49744647395305536,0.572260725918437,0.8653466807160854,-1.0650622784353425,3.431029342885773,-3.1934504977982034e-17,0.4974464739530554,0.6067471840339355,-0.13578513427763134,0.7080458601960684,0.8636202171198671,0.6067471840339355,높음,높음
L1_NAME,수역,2,2,0.0749063670411985,생활권접점_score,-0.29256383063567665,-0.29256383063567665,0.23314411603792556,-0.4574216160798371,-0.12770604519151615,0.0,-0.29256383063567665,-0.30797576500655643,0.2626361970861386,-0.5552000277218152,-0.584447342303961,0.30797576500655643,낮음,낮음
L1_NAME,수역,2,2,0.0749063670411985,선행건조_score,0.7276020423171567,0.7276020423171567,0.09135377009223748,0.6630051719979788,0.7921989126363347,-3.1934504977982034e-17,0.7276020423171567,0.7416220957723623,0.09018719614625645,0.6374148461709003,0.6496970962151659,0.7416220957723623,높음,높음
L1_NAME,수역,2,2,0.0749063670411985,강풍_score,-0.5858338571854272,-0.5858338571854272,0.13387932968459362,-0.6805008390661128,-0.4911668753047416,1.0644834992660677e-17,-0.5858338571854272,-0.6202327716831552,-0.09702517976127435,-0.4888086774241529,-0.5175104803230912,0.6202327716831552,낮음,낮음
L1_NAME,수역,2,2,0.0749063670411985,강수부족_score,0.042217563456395026,0.042217563456395026,0.08829005263036958,-0.02021293146985648,0.10464805838264653,3.1934504977982034e-17,0.04221756345639499,0.04326724619736438,0.14032611471253795,-0.09810855125614293,-0.1005478879815191,0.04326724619736438,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음
L1_NAME,수역,2,2,0.0749063670411985,산지접근성_score,0.973622532087999,0.973622532087999,1.5286029965754788,-0.1072630125325991,2.054508076708597,-3.1934504977982034e-17,0.973622532087999,1.1875503407671806,-0.13578513427763134,1.1094076663656303,1.3531706681200235,1.1875503407671806,높음,높음
L1_NAME,습지,55,55,2.0599250936329585,생활권접점_score,0.09518694825650553,0.1308650292583509,0.5550444271693203,-1.0150321030953704,1.1579820616039456,0.0,0.09518694825650553,0.10020128990053614,0.2626361970861386,-0.13177116782778772,-0.1387127251150418,0.10020128990053614,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음
L1_NAME,습지,55,55,2.0599250936329585,선행건조_score,0.19029764854997255,0.27981424321351067,0.807411065121574,-2.788217211848112,1.4292659071466,-3.1934504977982034e-17,0.19029764854997258,0.19396446509239726,0.09018719614625645,0.18962704706725422,0.1932809418913658,0.19396446509239726,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음
L1_NAME,습지,55,55,2.0599250936329585,강풍_score,0.20150706387134779,0.10269315563490285,0.8469774307668252,-1.3771817320520299,1.7812695160345622,1.0644834992660677e-17,0.20150706387134779,0.21333912884297795,-0.09702517976127435,0.1997183353961772,0.21144537004714162,0.21333912884297795,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음
