메타데이터,그룹,요인점수,n_전체,평균_전체,중앙값_전체,표준편차_전체,p25_전체,p75_전체,평균차_sd_전체,중앙값차_sd_전체,n_극단제외,평균_극단제외,중앙값_극단제외,표준편차_극단제외,p25_극단제외,p75_극단제외,평균차_sd_극단제외,중앙값차_sd_극단제외,제외_n,평균차_sd_변화,중앙값차_sd_변화,평균_변화,중앙값_변화,effect_label,effect_size_전체,effect_size_극단제외,effect_size_변화,p_adj_fdr_전체,p_adj_fdr_극단제외,판단
기후지형유형,고지·산간형,단기상대건조_score,621,-0.015091945327964373,0.06594891691075651,0.9035235461077135,-0.5730117211534899,0.6347230849602575,-0.015379649878064429,0.04970321713268269,620,-0.00783682063045931,0.06913363775991563,0.8859646413648495,-0.5695500540100868,0.6349929214777338,-0.00976733443457918,0.053247002003565386,1,0.005612315443485248,0.0035437848708826936,0.007255124697505064,0.00318472084915912,epsilon_sq,0.003368491119792821,0.0034512305755527366,8.273945575991556e-05,0.0012150610711053125,0.001066968995833062,결론 유지
기후지형유형,고지·산간형,상대강수부족_score,621,-0.07439978164280907,-0.12330010624739884,0.5084223051751426,-0.27738097137172674,0.08162729244311581,-0.07807077537656688,0.0222826473804035,620,-0.06715490149906302,-0.12284914032683389,0.47567105610367144,-0.27726670210455745,0.08175134496940707,-0.15413752095278557,0.035146684475000356,1,-0.07606674557621869,0.012864037094596856,0.007244880143746052,0.0004509659205649552,epsilon_sq,0.00419530265435349,0.004512963368931287,0.00031766071457779623,0.00044842541293407394,0.0002652117815489394,결론 유지
기후지형유형,고지·산간형,상대강풍_score,621,-0.0618861651316581,-0.3075484413338383,1.0508905580384569,-0.7306258022582363,0.6270282504604948,-0.06682057907647229,-0.2198549936246409,620,-0.058581350698270286,-0.3068621663388062,1.0485045026909987,-0.7304161883113685,0.6274872892009132,-0.06253068654909447,-0.21982046874243064,1,0.0042898925273778254,3.452488221025729e-05,0.003304814433387815,0.000686274995032099,epsilon_sq,0.0274199646317883,0.02689850455625176,-0.0005214600755365402,7.019129630067167e-21,1.842541622053971e-20,결론 유지
기후지형유형,영동 해안형,단기상대건조_score,1218,0.06455556230748981,0.05321015132635776,1.072267818015185,-0.5254169344947561,0.72703858078275,0.06578630507691705,0.03672159216661628,1214,0.067066691823282,0.05321015132635776,1.0664044064923093,-0.5254169344947561,0.72703858078275,0.06699428652666373,0.03692850651579857,4,0.0012079814497466812,0.00020691434918228974,0.0025111295157921876,0.0,epsilon_sq,0.003368491119792821,0.0034512305755527366,8.273945575991556e-05,0.0012150610711053125,0.001066968995833062,결론 유지
기후지형유형,영동 해안형,상대강수부족_score,1218,0.036629588274944565,-0.13479231539168596,0.9632199888126101,-0.2541624571258584,0.2409621995341699,0.03843694123199415,0.010223396326553998,1214,0.07496678350353118,-0.13349218871782542,0.5504932880218816,-0.2540199855564487,0.2413723423310889,0.0840590105048495,0.017308891383652814,4,0.04562206927285535,0.007085495057098816,0.03833719522858662,0.0013001266738605355,epsilon_sq,0.00419530265435349,0.004512963368931287,0.00031766071457779623,0.00044842541293407394,0.0002652117815489394,결론 유지
기후지형유형,영동 해안형,상대강풍_score,1218,0.12968501243933464,0.16829431944615258,0.9180663156729547,-0.3390814866714196,0.6147818847811877,0.14002528442418316,0.29392848879717665,1214,0.12521433597848583,0.16706026049023864,0.911922348340964,-0.3390814866714196,0.6103464853241423,0.13655956273626732,0.2935394245463526,4,-0.0034657216879158403,-0.00038906425082402274,-0.00447067646084881,-0.0012340589559139414,epsilon_sq,0.0274199646317883,0.02689850455625176,-0.0005214600755365402,7.019129630067167e-21,1.842541622053971e-20,결론 유지
기후지형유형,영서 내륙형,단기상대건조_score,1556,-0.04450940507439009,-0.03603425752860531,0.9336391499915608,-0.6153550004855866,0.5185259067275977,-0.045357941522755074,-0.05422422502404586,1555,-0.04554269185095197,-0.036072027357177884,0.9330490923836439,-0.6165762387767507,0.5180230763257074,-0.0484085636616917,-0.05456846784748051,1,-0.003050622138936629,-0.0003442428234346484,-0.0010332867765618786,-3.776982857257166e-05,epsilon_sq,0.003368491119792821,0.0034512305755527366,8.273945575991556e-05,0.0012150610711053125,0.001066968995833062,결론 유지
기후지형유형,영서 내륙형,상대강수부족_score,1556,0.0010202026433109646,-0.15750082579419294,1.072536054882379,-0.2844230316995614,0.11104499203745263,0.0010705379744724356,-0.01360558420839537,1555,0.02232506314035972,-0.1574439620561517,0.6665999478380698,-0.28436979659033035,0.11127173517475503,-0.004168730393672206,-0.022834379724796523,1,-0.0052392683681446416,-0.009228795516401152,0.021304860497048755,5.686373804125733e-05,epsilon_sq,0.00419530265435349,0.004512963368931287,0.00031766071457779623,0.00044842541293407394,0.0002652117815489394,결론 유지
기후지형유형,영서 내륙형,상대강풍_score,1556,-0.07681557881608865,-0.23338172076928218,0.8672695832617127,-0.6716211335345704,0.33132840720209517,-0.08294037070833274,-0.1397746832527828,1555,-0.07626068884346048,-0.23313100329211034,0.8672722398871827,-0.6713028048300314,0.3318372504884861,-0.08168121125491311,-0.13995376514082353,1,0.001259159453419631,-0.0001790818880407219,0.0005548899726281753,0.00025071747717184123,epsilon_sq,0.0274199646317883,0.02689850455625176,-0.0005214600755365402,7.019129630067167e-21,1.842541622053971e-20,결론 유지
기후지형_번지유형,고지·산간형 / 일반번지,단기상대건조_score,412,0.10427853961371604,0.132959176757327,0.8471392994422923,-0.3841109553241386,0.7098568981075715,0.10626658477972742,0.11799100031257038,411,0.1155134490964285,0.13400709396563143,0.8168626277773572,-0.380262991640235,0.709871631501958,0.11664284767924367,0.11972975418136685,1,0.01037626289951625,0.001738753868796461,0.011234909482712455,0.0010479172083044386,epsilon_sq,0.02736494412114688,0.0275918910110411,0.00022694688989421952,2.373290393874108e-19,1.7709915025497544e-19,결론 유지
